CustomerID,Name,Age,Gender,Email,Phone,City,State,Country,JoinDate,LastPurchaseDate,TotalSpend,AvgOrderValue,NumOrders,PreferredCategory,PaymentMethod,AccountStatus,LoyaltyScore,CreditScore,Income,MaritalStatus,Occupation,Device,Browser,IsActive,Feedback,ReturnRate,RiskFlag
5697,Fatima,29.0,Female,user5696@mail.com,9000005696,Bangalore,DL,India,2016-06-13,2024-12-23,36595.0,3892.0,89.0,Electronics,UPI,Inactive,70.0,811.0,45741,Single,Doctor,Mobile,Firefox,True,bad,0.3,True
5698,Priya,59.0,Female,user5697@mail.com,9000005697,Chennai,MH,India,2016-01-05,2024-08-28,46192.0,3652.0,96.0,Clothing,Cash,Active,14.0,566.0,153903,Single,Doctor,Mobile,Firefox,False,bad,0.95,False
5699,Amit,56.0,Female,user5698@mail.com,9000005698,Delhi,MH,India,2019-01-13,2017-11-23,21632.0,3444.0,96.0,Clothing,Card,Active,29.0,572.0,146428,Married,Doctor,Mobile,Firefox,False,good,0.58,True
5700,Sara,,Male,invalid@,,Chennai,MH,India,,32-13-2020,,,-3.0,Electronics,Card,Active,150.0,100.0,income,Single,Engineer,Mobile,Firefox,True,good,,False
5701,Priya,48.0,Female,user5700@mail.com,9000005700,Chennai,KA,India,2018-03-06,2017-01-25,33838.0,3101.0,27.0,Electronics,UPI,Inactive,73.0,368.0,151896,Married,Engineer,Desktop,Chrome,False,good,0.56,True
5702,Sara,,Male,invalid@,,Mumbai,TN,India,,32-13-2020,5000000.0,,,Clothing,Cash,Inactive,150.0,100.0,,Married,Engineer,Desktop,Firefox,False,bad,,True
5703,Amit,40.0,Female,user5702@mail.com,9000005702,Chennai,TN,India,2016-10-17,2021-03-20,27775.0,2515.0,6.0,Clothing,Cash,Inactive,38.0,758.0,36642,Single,Engineer,Mobile,Chrome,False,bad,0.54,False
237,John,59.0,Female,user5703@mail.com,9000005703,Chennai,TN,India,2019-09-10,2022-12-11,3527.0,3466.0,66.0,Electronics,UPI,Inactive,96.0,402.0,129583,Single,Engineer,Mobile,Chrome,False,good,0.51,False
5705,Wei,22.0,Female,user5704@mail.com,9000005704,Bangalore,KA,India,2019-10-04,2016-06-04,32346.0,1286.0,32.0,Clothing,UPI,Active,37.0,836.0,138812,Married,Engineer,Desktop,Firefox,False,good,0.29,False
5706,Carlos,26.0,Male,user5705@mail.com,9000005705,Chennai,KA,India,2017-04-17,2020-11-26,44752.0,382.0,25.0,Clothing,Cash,Active,49.0,785.0,155215,Married,Engineer,Desktop,Chrome,False,good,0.95,False
5707,Priya,53.0,Female,user5706@mail.com,9000005706,Delhi,TN,India,2016-10-10,2017-12-02,28738.0,111.0,28.0,Clothing,Card,Active,68.0,684.0,104546,Married,Engineer,Desktop,Firefox,False,good,0.17,True
5708,Priya,41.0,Male,user5707@mail.com,9000005707,Delhi,KA,India,2019-04-15,2015-03-15,19919.0,1677.0,45.0,Electronics,UPI,Active,42.0,758.0,184430,Married,Doctor,Desktop,Chrome,True,average,0.5,True
5709,John,25.0,Male,user5708@mail.com,9000005708,Bangalore,DL,India,2015-03-28,2015-05-05,7099.0,3721.0,69.0,Clothing,Card,Active,25.0,380.0,129926,Married,Doctor,Desktop,Firefox,True,good,0.05,False
5710,Wei,24.0,Female,user5709@mail.com,9000005709,Bangalore,DL,India,2017-03-30,2024-09-01,21656.0,4147.0,72.0,Clothing,Cash,Inactive,9.0,606.0,132482,Married,Doctor,Mobile,Chrome,True,average,0.36,True
5711,Fatima,40.0,Male,user5710@mail.com,9000005710,Mumbai,KA,India,2020-08-29,2024-04-29,40029.0,3299.0,97.0,Clothing,UPI,Inactive,3.0,766.0,144804,Married,Engineer,Desktop,Chrome,True,good,0.86,False
5712,Wei,58.0,Male,user5711@mail.com,9000005711,Bangalore,MH,India,2023-07-15,2016-08-16,9633.0,2875.0,60.0,Clothing,Cash,Inactive,87.0,309.0,105722,Married,Doctor,Mobile,Firefox,False,bad,0.76,True
5713,Sara,25.0,Female,user5712@mail.com,9000005712,Mumbai,TN,India,2023-10-20,2024-04-26,34262.0,3416.0,79.0,Clothing,UPI,Active,67.0,500.0,35570,Single,Doctor,Desktop,Chrome,True,good,0.76,True
5714,Sara,23.0,Male,user5713@mail.com,9000005713,Bangalore,MH,India,2023-07-20,2017-11-17,44909.0,1851.0,27.0,Electronics,Cash,Active,100.0,642.0,33161,Married,Engineer,Desktop,Chrome,True,average,0.65,True
5715,John,46.0,Male,user5714@mail.com,9000005714,Mumbai,DL,India,2022-07-09,2019-02-15,43709.0,2079.0,47.0,Clothing,Card,Active,61.0,652.0,93641,Single,Engineer,Desktop,Chrome,False,average,0.39,True
5716,Sara,46.0,Male,user5715@mail.com,9000005715,Chennai,MH,India,2021-08-06,2021-08-26,42665.0,4262.0,92.0,Electronics,Cash,Active,85.0,567.0,170629,Single,Engineer,Desktop,Chrome,False,bad,0.54,True
5717,Carlos,21.0,Female,user5716@mail.com,9000005716,Delhi,TN,India,2024-04-02,2015-11-24,32974.0,4148.0,50.0,Electronics,Card,Inactive,79.0,552.0,169319,Married,Doctor,Desktop,Chrome,False,average,0.27,False
5718,Priya,20.0,Male,user5717@mail.com,9000005717,Mumbai,MH,India,2022-05-04,2024-06-27,46857.0,1538.0,90.0,Clothing,Cash,Inactive,78.0,591.0,52408,Single,Engineer,Desktop,Firefox,False,average,0.45,False
5719,John,34.0,Male,user5718@mail.com,9000005718,Chennai,MH,India,2021-07-27,2024-10-22,1510.0,3357.0,87.0,Electronics,UPI,Inactive,26.0,345.0,54962,Single,Doctor,Mobile,Chrome,True,average,0.3,True
5720,Sara,34.0,Female,user5719@mail.com,9000005719,Delhi,MH,India,2021-03-01,2015-01-30,39392.0,271.0,82.0,Electronics,Cash,Active,49.0,445.0,190270,Married,Engineer,Desktop,Chrome,True,bad,0.34,True
5721,John,61.0,Female,user5720@mail.com,9000005720,Mumbai,TN,India,2021-04-10,2015-09-13,22262.0,4991.0,15.0,Electronics,UPI,Inactive,69.0,752.0,77241,Single,Engineer,Mobile,Firefox,False,average,0.59,True
5722,John,59.0,Female,user5721@mail.com,9000005721,Bangalore,DL,India,2020-12-27,2021-05-24,18385.0,4715.0,92.0,Clothing,Card,Inactive,100.0,326.0,45045,Single,Doctor,Desktop,Chrome,False,bad,0.79,False
5723,,120.0,M,invalid@,abc123,,,India,,,,,-3.0,electronics,,closed,150.0,,,,,,,,,,
5724,Fatima,45.0,Female,user5723@mail.com,9000005723,Bangalore,TN,India,2015-04-15,2024-07-23,17333.0,4054.0,51.0,Electronics,Cash,Active,80.0,661.0,168872,Single,Doctor,Mobile,Chrome,False,bad,0.87,True
5725,Sara,,Female,invalid@,abc123,Mumbai,TN,India,not_a_date,32-13-2020,,,,Electronics,Cash,Inactive,150.0,100.0,income,Single,Doctor,Mobile,Firefox,False,good,,True
5726,Carlos,25.0,Female,user5725@mail.com,9000005725,Delhi,KA,India,2017-01-21,2023-03-15,33882.0,3822.0,61.0,Clothing,Cash,Inactive,3.0,380.0,101685,Married,Doctor,Desktop,Firefox,True,average,0.57,True
5727,Fatima,34.0,Male,user5726@mail.com,9000005726,Chennai,KA,India,2017-11-17,2018-10-14,8842.0,397.0,68.0,Electronics,Card,Inactive,71.0,836.0,117215,Married,Engineer,Desktop,Firefox,False,good,0.23,True
446,John,47.0,Female,user5727@mail.com,9000005727,Delhi,MH,India,2018-09-03,2019-08-02,7593.0,2253.0,37.0,Clothing,UPI,Active,38.0,334.0,101766,Married,Engineer,Mobile,Firefox,True,average,0.76,False
5729,Carlos,62.0,Female,user5728@mail.com,9000005728,Delhi,TN,India,2024-10-29,2016-06-27,27049.0,698.0,40.0,Electronics,Card,Inactive,77.0,789.0,59719,Married,Engineer,Desktop,Chrome,True,bad,1.0,False
5730,Wei,42.0,Male,user5729@mail.com,9000005729,Bangalore,TN,India,2022-09-04,2018-06-03,33619.0,3837.0,43.0,Electronics,UPI,Inactive,88.0,845.0,197239,Married,Engineer,Desktop,Chrome,True,bad,0.09,False
5731,,120.0,,,,,Tamil Nadu,India,not_a_date,,5000000.0,,-3.0,electronics,,,,100.0,,,,,,yes,,,
5732,Amit,28.0,Female,user5731@mail.com,9000005731,Chennai,DL,India,2023-10-09,2019-09-29,12379.0,4180.0,22.0,Clothing,UPI,Active,10.0,802.0,111150,Single,Doctor,Desktop,Chrome,True,good,0.99,True
5733,Wei,22.0,Female,user5732@mail.com,9000005732,Mumbai,MH,India,2015-03-11,2024-03-24,26886.0,591.0,68.0,Clothing,UPI,Inactive,36.0,807.0,82628,Single,Doctor,Desktop,Firefox,False,bad,0.58,False
5734,Fatima,,Male,invalid@,abc123,Delhi,MH,India,,,,,-3.0,Electronics,UPI,Active,150.0,,income,Married,Doctor,Mobile,Firefox,False,bad,3.0,False
5735,Fatima,35.0,Male,user5734@mail.com,9000005734,Bangalore,MH,India,2019-03-24,2017-12-28,,,-3.0,Electronics,Cash,Inactive,150.0,100.0,,Single,Doctor,Mobile,Chrome,True,good,3.0,False
5736,Amit,25.0,Male,user5735@mail.com,9000005735,Bangalore,KA,India,2017-04-02,2021-11-13,24701.0,515.0,88.0,Clothing,Card,Inactive,62.0,705.0,40349,Married,Engineer,Desktop,Firefox,False,average,0.78,True
5737,John,38.0,Female,user5736@mail.com,9000005736,Chennai,TN,India,2016-11-08,2015-03-30,38082.0,1102.0,42.0,Clothing,Cash,Active,15.0,339.0,20762,Married,Engineer,Desktop,Firefox,True,bad,0.14,False
5738,Carlos,52.0,Male,user5737@mail.com,9000005737,Delhi,MH,India,2018-12-11,2019-04-27,38133.0,3225.0,20.0,Clothing,UPI,Active,28.0,468.0,106852,Married,Doctor,Desktop,Firefox,True,bad,0.15,False
5739,Fatima,49.0,Male,user5738@mail.com,9000005738,Chennai,MH,India,2017-10-02,2020-03-31,18381.0,2651.0,70.0,Electronics,Card,Active,54.0,821.0,128817,Single,Engineer,Desktop,Firefox,False,bad,0.43,True
5740,Priya,32.0,Male,user5739@mail.com,9000005739,Delhi,DL,India,2023-01-14,2019-03-21,27771.0,2033.0,48.0,Clothing,Cash,Inactive,23.0,430.0,130762,Single,Engineer,Desktop,Chrome,False,good,0.78,False
5741,Carlos,56.0,Female,user5740@mail.com,9000005740,Mumbai,KA,India,2021-11-04,2022-05-06,49995.0,2568.0,92.0,Electronics,Cash,Active,61.0,555.0,146639,Married,Doctor,Desktop,Firefox,False,good,0.63,True
5742,Amit,49.0,Male,user5741@mail.com,9000005741,Delhi,KA,India,2021-01-17,2018-08-19,43972.0,2499.0,55.0,Clothing,Card,Inactive,5.0,778.0,129309,Married,Engineer,Mobile,Firefox,True,bad,0.24,True
5743,Wei,46.0,Male,user5742@mail.com,9000005742,Chennai,DL,India,2015-04-22,2018-08-06,36449.0,1821.0,21.0,Clothing,Card,Active,0.0,439.0,146084,Single,Engineer,Mobile,Chrome,False,bad,0.96,True
5744,Sara,22.0,Male,user5743@mail.com,9000005743,Bangalore,TN,India,2018-02-14,2022-01-15,22412.0,4696.0,17.0,Electronics,UPI,Active,4.0,427.0,32226,Single,Engineer,Desktop,Firefox,False,bad,0.13,True
5745,Amit,34.0,Female,user5744@mail.com,9000005744,Delhi,TN,India,2017-12-26,2016-10-05,29972.0,4139.0,48.0,Electronics,Card,Active,67.0,669.0,68387,Single,Engineer,Desktop,Chrome,False,average,0.71,False
5746,Sara,20.0,Female,user5745@mail.com,9000005745,Mumbai,MH,India,2024-09-14,2024-10-14,30392.0,838.0,3.0,Electronics,Cash,Active,69.0,311.0,136414,Married,Engineer,Desktop,Chrome,True,average,0.61,True
5747,Wei,27.0,Female,user5746@mail.com,9000005746,Chennai,KA,India,2024-05-28,2018-10-06,21161.0,3893.0,13.0,Electronics,UPI,Inactive,55.0,507.0,163852,Single,Doctor,Mobile,Chrome,False,bad,0.45,True
5748,Priya,36.0,Male,user5747@mail.com,9000005747,Mumbai,TN,India,2019-05-11,2022-05-09,34393.0,4942.0,14.0,Electronics,UPI,Inactive,10.0,366.0,162032,Single,Engineer,Mobile,Chrome,False,good,0.56,False
5749,John,62.0,Male,user5748@mail.com,9000005748,Mumbai,KA,India,2023-10-30,2015-10-07,42017.0,3774.0,19.0,Electronics,Card,Inactive,91.0,808.0,117511,Single,Doctor,Desktop,Firefox,True,average,0.38,False
5750,Fatima,27.0,Female,user5749@mail.com,9000005749,Mumbai,TN,India,2021-01-26,2018-05-02,20584.0,1625.0,41.0,Clothing,UPI,Inactive,50.0,794.0,154981,Married,Doctor,Mobile,Chrome,False,good,0.58,True
5751,Fatima,42.0,Female,user5750@mail.com,9000005750,Bangalore,KA,India,2024-08-23,2021-01-01,16569.0,4477.0,81.0,Electronics,Cash,Active,6.0,641.0,117936,Married,Engineer,Mobile,Firefox,False,average,0.89,False
5752,Priya,52.0,Male,user5751@mail.com,9000005751,Mumbai,TN,India,2016-01-04,2023-10-25,30634.0,5000.0,79.0,Clothing,Cash,Inactive,28.0,506.0,160160,Single,Doctor,Desktop,Chrome,True,good,0.89,True
5753,Fatima,62.0,Female,user5752@mail.com,9000005752,Bangalore,TN,India,2015-09-21,2020-12-06,28367.0,3319.0,50.0,Clothing,Card,Active,70.0,781.0,165065,Single,Engineer,Desktop,Firefox,True,average,0.14,True
5754,John,24.0,Male,user5753@mail.com,9000005753,Chennai,TN,India,2024-08-16,2024-05-31,21623.0,3112.0,29.0,Clothing,UPI,Active,49.0,802.0,64537,Married,Engineer,Mobile,Chrome,True,average,0.04,True
5755,Priya,30.0,Male,user5754@mail.com,9000005754,Bangalore,KA,India,2024-12-07,2018-06-09,47103.0,3154.0,86.0,Clothing,Card,Active,52.0,423.0,99437,Single,Engineer,Mobile,Chrome,False,bad,0.91,False
5756,Sara,47.0,Female,user5755@mail.com,9000005755,Bangalore,MH,India,2024-11-16,2017-03-21,42119.0,3852.0,7.0,Electronics,Cash,Inactive,42.0,816.0,169112,Married,Engineer,Mobile,Chrome,True,average,0.97,False
5757,Wei,21.0,Female,user5756@mail.com,9000005756,Mumbai,MH,India,2020-09-30,2017-01-07,1232.0,2222.0,77.0,Electronics,Card,Inactive,68.0,650.0,31494,Married,Doctor,Mobile,Firefox,True,bad,0.16,False
5758,Wei,30.0,Male,user5757@mail.com,9000005757,Chennai,KA,India,2021-04-17,2018-03-03,39814.0,3520.0,77.0,Clothing,Card,Active,4.0,750.0,164565,Single,Doctor,Mobile,Firefox,True,average,0.18,True
5759,Sara,59.0,Male,user5758@mail.com,9000005758,Chennai,DL,India,2016-07-15,2022-03-26,37904.0,4974.0,75.0,Electronics,Card,Inactive,57.0,570.0,183597,Married,Engineer,Mobile,Chrome,True,bad,0.57,False
5760,Priya,39.0,Male,user5759@mail.com,9000005759,Chennai,MH,India,2017-08-19,2017-04-07,46894.0,2737.0,46.0,Clothing,Cash,Inactive,92.0,469.0,142342,Single,Doctor,Mobile,Firefox,True,average,0.98,False
5761,Wei,61.0,Male,user5760@mail.com,9000005760,Chennai,DL,India,2023-05-09,2023-08-17,16429.0,4527.0,34.0,Electronics,UPI,Active,16.0,804.0,45094,Single,Engineer,Desktop,Firefox,True,average,0.4,True
5762,Priya,120.0,Male,invalid@,,Mumbai,KA,India,,32-13-2020,5000000.0,,-3.0,Clothing,UPI,Inactive,,,income,Single,Engineer,Mobile,Chrome,True,average,3.0,True
5763,Fatima,38.0,Male,user5762@mail.com,9000005762,Chennai,TN,India,2021-05-30,2019-04-17,3107.0,4316.0,50.0,Electronics,UPI,Inactive,43.0,562.0,100091,Single,Doctor,Mobile,Chrome,False,average,0.67,True
5764,Amit,48.0,Male,user5763@mail.com,9000005763,Chennai,MH,India,2017-02-17,2023-02-10,37625.0,2448.0,17.0,Electronics,UPI,Active,53.0,541.0,74266,Single,Engineer,Mobile,Firefox,True,average,0.22,True
5765,John,58.0,Female,user5764@mail.com,9000005764,Delhi,TN,India,2016-04-28,2023-06-25,34713.0,1192.0,28.0,Electronics,Card,Inactive,8.0,461.0,121063,Married,Engineer,Mobile,Firefox,True,good,0.21,False
5766,,,M,,,,Tamil Nadu,India,not_a_date,32-13-2020,,,,,,closed,150.0,100.0,income,,,,,,,,
5767,Sara,61.0,Female,user5766@mail.com,9000005766,Chennai,TN,India,2019-06-07,2020-02-01,2221.0,2445.0,75.0,Electronics,UPI,Active,63.0,829.0,69495,Single,Engineer,Mobile,Firefox,False,bad,0.81,False
5768,Amit,48.0,Male,user5767@mail.com,9000005767,Mumbai,MH,India,2018-05-19,2015-09-01,12504.0,2849.0,5.0,Electronics,Card,Active,56.0,841.0,27239,Married,Engineer,Desktop,Chrome,False,bad,0.19,False
5769,Fatima,58.0,Female,user5768@mail.com,9000005768,Mumbai,TN,India,2024-04-30,2022-01-24,47888.0,1787.0,89.0,Electronics,Cash,Inactive,5.0,533.0,189553,Married,Engineer,Desktop,Chrome,False,bad,0.33,False
5770,Priya,43.0,Female,user5769@mail.com,9000005769,Mumbai,KA,India,2024-11-08,2016-12-18,28186.0,678.0,13.0,Electronics,Card,Active,27.0,489.0,143389,Single,Doctor,Desktop,Chrome,True,bad,0.54,False
5771,Priya,59.0,Female,user5770@mail.com,9000005770,Mumbai,MH,India,2018-05-24,2016-09-23,21667.0,1067.0,40.0,Electronics,UPI,Active,81.0,314.0,28451,Married,Engineer,Desktop,Firefox,True,bad,0.5,True
5772,Amit,42.0,Male,user5771@mail.com,9000005771,Bangalore,MH,India,2016-04-12,2023-02-15,35649.0,4656.0,56.0,Electronics,Cash,Inactive,96.0,845.0,109931,Married,Doctor,Desktop,Firefox,True,good,0.17,True
5773,Sara,43.0,Female,user5772@mail.com,9000005772,Chennai,MH,India,2022-01-08,2015-06-09,9656.0,3905.0,18.0,Clothing,Card,Active,16.0,706.0,115095,Single,Engineer,Desktop,Firefox,True,bad,0.56,False
5774,John,120.0,Male,invalid@,,Delhi,DL,India,not_a_date,,,,,Electronics,Cash,Active,150.0,100.0,,Single,Doctor,Mobile,Chrome,True,good,,True
5775,Amit,60.0,Male,user5774@mail.com,9000005774,Bangalore,KA,India,2015-12-01,2021-02-20,8611.0,1046.0,66.0,Electronics,Cash,Active,33.0,734.0,172616,Married,Doctor,Mobile,Firefox,False,average,0.87,False
5776,,,,invalid@,,,Tamil Nadu,India,not_a_date,32-13-2020,5000000.0,,,electronics,crypto,closed,,100.0,income,,,,,,,,
5777,Fatima,30.0,Male,user5776@mail.com,9000005776,Bangalore,KA,India,2016-05-03,2018-07-13,31375.0,2406.0,54.0,Electronics,UPI,Inactive,47.0,627.0,66694,Married,Doctor,Mobile,Firefox,False,good,0.47,True
5778,Wei,50.0,Female,user5777@mail.com,9000005777,Delhi,DL,India,2024-12-11,2023-01-16,4219.0,3923.0,34.0,Electronics,Card,Inactive,2.0,489.0,34463,Married,Engineer,Desktop,Firefox,True,average,0.57,True
5779,Carlos,32.0,Female,user5778@mail.com,9000005778,Delhi,TN,India,2023-05-07,2024-09-07,37807.0,3459.0,26.0,Clothing,Card,Inactive,39.0,431.0,161259,Married,Engineer,Desktop,Firefox,True,average,0.57,True
5780,Fatima,29.0,Female,user5779@mail.com,9000005779,Delhi,DL,India,2016-04-28,2020-04-30,14810.0,1532.0,48.0,Electronics,Card,Active,2.0,542.0,148630,Married,Doctor,Mobile,Chrome,True,good,0.32,False
5781,,,,,abc123,,,India,not_a_date,32-13-2020,,,,,crypto,,,,income,,,,,,,3.0,
5782,Wei,52.0,Male,user5781@mail.com,9000005781,Bangalore,MH,India,2021-12-08,2023-09-15,44782.0,2651.0,21.0,Clothing,UPI,Inactive,9.0,304.0,88807,Married,Engineer,Mobile,Firefox,False,bad,0.15,True
5783,Priya,48.0,Female,user5782@mail.com,9000005782,Bangalore,TN,India,2016-09-06,2023-04-24,44535.0,1893.0,62.0,Clothing,Cash,Inactive,42.0,581.0,196027,Single,Engineer,Mobile,Firefox,True,bad,0.73,True
5784,Priya,47.0,Female,user5783@mail.com,9000005783,Delhi,TN,India,2020-12-16,2023-07-17,32832.0,1466.0,94.0,Clothing,UPI,Active,46.0,344.0,46834,Single,Doctor,Desktop,Chrome,True,bad,0.95,True
5785,Carlos,63.0,Female,user5784@mail.com,9000005784,Chennai,TN,India,2021-05-21,2023-12-07,22075.0,3193.0,46.0,Clothing,Cash,Active,90.0,803.0,173731,Married,Doctor,Desktop,Firefox,True,good,0.75,True
5786,Wei,58.0,Male,user5785@mail.com,9000005785,Bangalore,DL,India,2020-10-15,2018-04-18,2097.0,4580.0,6.0,Clothing,UPI,Inactive,68.0,371.0,115272,Single,Doctor,Desktop,Firefox,False,average,0.19,True
5787,Wei,52.0,Female,user5786@mail.com,9000005786,Delhi,TN,India,2021-02-20,2018-11-04,22853.0,2187.0,89.0,Electronics,Cash,Active,78.0,619.0,138765,Single,Engineer,Mobile,Firefox,True,average,0.66,False
5788,  John ,,M,,abc123,,,India,,32-13-2020,,,,,crypto,,,100.0,income,,,,,yes,,3.0,
5789,Amit,19.0,Female,user5788@mail.com,9000005788,Delhi,KA,India,2019-10-08,2022-05-15,36062.0,1167.0,72.0,Clothing,Card,Inactive,93.0,589.0,148659,Married,Engineer,Mobile,Firefox,True,average,0.79,True
5790,Fatima,31.0,Female,user5789@mail.com,9000005789,Delhi,KA,India,2015-09-02,2016-02-21,1190.0,694.0,34.0,Clothing,Card,Active,88.0,485.0,28788,Married,Doctor,Desktop,Firefox,True,average,0.71,True
5791,Carlos,38.0,Male,user5790@mail.com,9000005790,Mumbai,DL,India,2020-09-06,2016-10-27,26307.0,1744.0,17.0,Clothing,Cash,Active,16.0,825.0,134122,Married,Doctor,Mobile,Firefox,True,bad,0.49,True
5792,John,120.0,Female,invalid@,,Mumbai,TN,India,,32-13-2020,,,,Electronics,Cash,Inactive,,,,Single,Doctor,Desktop,Firefox,False,average,,True
5793,Sara,60.0,Female,user5792@mail.com,9000005792,Bangalore,MH,India,2019-05-26,2023-08-29,3207.0,3999.0,86.0,Clothing,Cash,Active,1.0,505.0,186228,Married,Doctor,Desktop,Chrome,True,average,0.93,True
5794,John,26.0,Female,user5793@mail.com,9000005793,Bangalore,KA,India,2021-12-12,2019-12-11,5000000.0,,,Electronics,Cash,Inactive,150.0,,income,Single,Doctor,Mobile,Firefox,True,average,,False
5795,Priya,50.0,Female,user5794@mail.com,9000005794,Delhi,DL,India,2020-01-29,2015-04-13,4814.0,3981.0,87.0,Electronics,Card,Active,18.0,589.0,75054,Single,Doctor,Mobile,Firefox,False,good,0.1,True
5796,Wei,24.0,Male,user5795@mail.com,9000005795,Chennai,MH,India,2019-06-28,2024-06-02,14658.0,245.0,1.0,Electronics,UPI,Inactive,32.0,421.0,136465,Single,Doctor,Mobile,Chrome,True,average,0.47,False
5797,Amit,120.0,Female,,abc123,Bangalore,DL,India,,32-13-2020,,,-3.0,Electronics,Cash,Inactive,,100.0,income,Married,Engineer,Mobile,Chrome,True,good,3.0,True
5798,John,56.0,Male,user5797@mail.com,9000005797,Mumbai,TN,India,2021-07-15,2019-04-21,21602.0,277.0,14.0,Clothing,UPI,Active,99.0,848.0,140176,Single,Doctor,Desktop,Chrome,True,average,0.78,False
5799,John,37.0,Male,user5798@mail.com,9000005798,Delhi,MH,India,2018-05-08,2022-05-30,47023.0,4573.0,3.0,Clothing,Card,Active,38.0,633.0,186158,Married,Engineer,Mobile,Firefox,False,bad,0.29,True
5800,,120.0,,,,,Tamil Nadu,India,,32-13-2020,5000000.0,,,electronics,crypto,closed,150.0,100.0,income,,,,,,,,
5801,,,M,,abc123,,,India,,32-13-2020,5000000.0,,,electronics,crypto,,150.0,,income,,,,,yes,,,
5802,Priya,62.0,Male,user5801@mail.com,9000005801,Bangalore,DL,India,2018-03-03,2016-03-05,32298.0,3936.0,57.0,Clothing,Card,Active,27.0,746.0,62037,Married,Engineer,Mobile,Firefox,True,good,0.19,True
5803,Carlos,26.0,Male,user5802@mail.com,9000005802,Delhi,MH,India,2021-03-29,2019-10-25,5000000.0,,-3.0,Electronics,Cash,Active,,,,Single,Doctor,Mobile,Firefox,True,bad,,True
5804,Wei,25.0,Female,user5803@mail.com,9000005803,Bangalore,KA,India,2019-05-15,2016-04-10,3804.0,4458.0,52.0,Electronics,UPI,Inactive,2.0,809.0,169957,Single,Doctor,Mobile,Firefox,False,average,0.26,True
5805,Carlos,26.0,Male,user5804@mail.com,9000005804,Mumbai,TN,India,2022-11-04,2023-03-02,43610.0,1611.0,1.0,Electronics,UPI,Inactive,7.0,415.0,51717,Single,Engineer,Desktop,Firefox,False,bad,0.25,False
5806,Priya,35.0,Female,user5805@mail.com,9000005805,Chennai,MH,India,2016-12-18,2023-04-17,37271.0,1180.0,70.0,Electronics,Cash,Inactive,24.0,833.0,159981,Married,Doctor,Mobile,Chrome,False,good,0.97,True
5807,Carlos,50.0,Female,user5806@mail.com,9000005806,Bangalore,DL,India,2015-06-16,2022-04-10,23970.0,1597.0,83.0,Electronics,UPI,Inactive,14.0,330.0,147654,Married,Doctor,Desktop,Chrome,False,average,0.19,False
5808,,120.0,M,invalid@,abc123,,,India,not_a_date,,5000000.0,,-3.0,,,closed,,100.0,,,,,,,,,
5809,John,20.0,Male,user5808@mail.com,9000005808,Chennai,MH,India,2024-12-09,2018-08-05,10180.0,4562.0,62.0,Electronics,Cash,Inactive,26.0,531.0,58442,Single,Doctor,Mobile,Chrome,True,good,0.18,True
5810,Wei,30.0,Female,user5809@mail.com,9000005809,Delhi,KA,India,2021-08-06,2022-07-23,47823.0,1210.0,21.0,Clothing,Cash,Active,23.0,818.0,82610,Single,Engineer,Desktop,Firefox,False,bad,0.42,True
5811,Wei,62.0,Male,user5810@mail.com,9000005810,Bangalore,TN,India,2024-06-23,2018-01-17,22372.0,2618.0,23.0,Electronics,Cash,Active,83.0,629.0,143473,Single,Doctor,Mobile,Firefox,False,good,0.72,True
5812,Priya,48.0,Female,user5811@mail.com,9000005811,Delhi,DL,India,2019-06-16,2018-09-01,12031.0,1205.0,6.0,Clothing,Cash,Active,79.0,849.0,133230,Married,Doctor,Mobile,Chrome,False,bad,0.21,True
5813,Priya,,Male,,abc123,Bangalore,TN,India,not_a_date,,,,-3.0,Electronics,Card,Active,,100.0,income,Married,Doctor,Desktop,Firefox,True,bad,3.0,False
5814,Fatima,64.0,Male,user5813@mail.com,9000005813,Mumbai,DL,India,2021-02-28,2023-08-28,36614.0,1054.0,99.0,Electronics,Card,Active,96.0,655.0,199100,Married,Engineer,Desktop,Chrome,True,good,0.18,False
5815,John,52.0,Male,user5814@mail.com,9000005814,Bangalore,DL,India,2019-08-18,2017-09-23,20721.0,1905.0,39.0,Electronics,Cash,Inactive,66.0,840.0,88886,Single,Doctor,Mobile,Firefox,True,good,0.43,False
5816,Sara,42.0,Female,user5815@mail.com,9000005815,Chennai,KA,India,2017-09-07,2023-02-10,11144.0,3353.0,14.0,Clothing,Cash,Inactive,98.0,694.0,129314,Single,Engineer,Desktop,Chrome,False,good,0.89,True
5817,Amit,54.0,Male,user5816@mail.com,9000005816,Chennai,DL,India,2018-09-26,2024-04-18,41546.0,1129.0,58.0,Clothing,Card,Inactive,91.0,406.0,68465,Single,Doctor,Mobile,Chrome,False,good,0.56,True
5818,Amit,43.0,Female,user5817@mail.com,9000005817,Chennai,KA,India,2022-04-13,2023-07-02,29153.0,305.0,75.0,Clothing,Card,Active,15.0,412.0,154672,Married,Doctor,Desktop,Chrome,False,bad,0.46,False
5819,Carlos,27.0,Male,user5818@mail.com,9000005818,Chennai,KA,India,2015-05-08,2022-11-14,31383.0,3680.0,67.0,Electronics,Card,Active,48.0,611.0,159108,Single,Engineer,Desktop,Firefox,False,bad,0.86,True
